Species,Country,Kingdom,Phylum,System,Native_Regions
Dendrodrilus rubidus,"Andorra, Antarctica, Argentina, Australia, Austria, Belgium, Bosnia_and_herzegovnia, Bulgaria, Canada, Chile, Croatia, Czech_republic, Denmark, Estonia, Falkland_islands, Faroe_islands, Finland, France, Georgia, Germany, Greece, Hungary, Iceland, Ireland, Italy, Japan, Latvia, Lithuania, Macedonia, Netherlands, New_zealand, Norway, Poland, Portugal, Qatar, Romania, Russia, Saint_helena, Slovakia, Slovenia, South_africa, Spain, Sweden, Switzerland, Ukraine, United_kingdom, United_states, Venezuela",Animalia,Annelida,Terrestrial,France
Dendrolimus sibiricus,"China, Japan, Kazakhstan, Kuwait, Mongolia, Poland, Russia, South_korea",Animalia,Arthropoda,Terrestrial,
Deroceras laeve,Chile,Animalia,Mollusca,Terrestrial,"France, Ireland, Italy, Spain, United Kingdom of Great Britain and Northern Ireland, United States of America"
Deroceras panormitanum,Australia,Animalia,Mollusca,Terrestrial,Italy
Desmognathus fuscus,"Canada, United_states",Animalia,Chordata,Freshwater_terrestrial,United States of America
Desmognathus monticola,United_states,Animalia,Chordata,Freshwater_terrestrial,United States of America
Desmognathus quadramaculatus,United_states,Animalia,Chordata,Freshwater_terrestrial,United States of America
Diaphorina citri,"Afghanistan, Argentina, Australia, Bahamas, Bangladesh, Belize, Brazil, Cayman_islands, China, Costa_rica, Cuba, Dominican_republic, France, Guadeloupe, Guam, Honduras, Hong_kong, India, Indonesia, Jamaica, Japan, Malaysia, Mauritius, Mexico, Myanmar, Nepal, Pakistan, Papua_new_guinea, Paraguay, Philippines, Puerto_rico, Reunion, Saudi_arabia, Singapore, Sri_lanka, Taiwan, Thailand, United_states, Uruguay, Venezuela, Vietnam, Yemen",Animalia,Arthropoda,Terrestrial,
Dichrostachys cinerea,"Cuba, Jamaica, Martinique, Mayotte, Reunion",Plantae,Magnoliophyta,Terrestrial,"Australia, Kenya, Timor-Leste"
Dicrurus macrocercus,"Guam, Northern_mariana_islands",Animalia,Chordata,Terrestrial,"Afghanistan, China, Chinese Taipei, Guam, India, Indonesia, Myanmar, Nepal, Northern Mariana Islands, Pakistan, Sri Lanka, Thailand, United States of America, Viet Nam, unknown or invalid"
Didemnum spp.,"Australia, Brazil, Canada, Ecuador, France, French_polynesia, Guam, Indonesia, Japan, Netherlands, New_calcedonia, New_zealand, Palau, Spain, Tanzania, United_states",Animalia,Chordata,Marine,
Didymosphenia geminata,"Canada, Chile, China, Faroe_islands, Finland, France, Hungary, Iceland, Ireland, Kazakhstan, Kuwait, Kyrgystan, Mongolia, New_zealand, Norway, Pakistan, Poland, Romania, Russia, Spain, Svalbard_and_jan_mayen, Sweden, Switzerland, Turkey, Ukraine, United_kingdom, United_states",Plantae,Bacillariophyta,Freshwater,
Dioscorea bulbifera,"American_samoa, Australia, Bhutan, Burkina_faso, Cambodia, Cameroon, China, Cote_d'ivoire, Fiji, French_polynesia, Ghana, Guam, Guatemala, India, Indonesia, Laos, Liberia, Madagascar, Malaysia, Marshall_islands, Mauritius, Mexico, Micronesia, Myanmar, Nepal, New_calcedonia, Nicaragua, Nigeria, Niue, Northern_mariana_islands, Palau, Papua_new_guinea, Philippines, Reunion, Saint_helena, Senegal, Sierra_leone, Solomon_islands, Sri_lanka, Tanzania, Thailand, Tonga, Uganda, United_states, Vietnam, Wallis_and_futuna",Plantae,Magnoliophyta,Terrestrial,"Australia, Benin, Botswana, Cameroon, Central African Republic, China, Chinese Taipei, Christmas Island, Colombia, Congo, Côte d’Ivoire, Ethiopia, Gabon, Ghana, Indonesia, Japan, Madagascar, Malaysia, Micronesia (Federated States of), Nepal, Nigeria, Papua New Guinea, Peru, Senegal, Sri Lanka, Thailand, Togo, Uganda, United States of America"
Dioscorea oppositifolia,"China, India, Sri_lanka, United_states",Plantae,Magnoliophyta,Terrestrial,
Dipogon lignosus,"Argentina, Australia, Chile, New_zealand, South_africa, Sri_lanka, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,Australia
Discoglossus pictus,"Algeria, France, Italy, Malta, Morocco, Spain, Tunisia",Animalia,Chordata,Freshwater_terrestrial,"Algeria, France, Germany, India, Italy, Morocco, Portugal, Spain"
Dreissena bugensis,"Canada, Germany, Netherlands, Romania, Russia, Ukraine, United_states",Animalia,Mollusca,Freshwater,
Dreissena polymorpha,"Austria, Belarus, Belgium, Canada, Croatia, Czech_republic, Denmark, Estonia, Faroe_islands, Finland, France, Germany, Greenland, Iceland, Ireland, Italy, Latvia, Lithuania, Netherlands, Norway, Poland, Russia, Slovenia, Spain, Sweden, Switzerland, Turkey, Ukraine, United_kingdom, United_states",Animalia,Mollusca,Marine,"Estonia, United Kingdom of Great Britain and Northern Ireland"
Dryophytes cinereus,"Bahamas, Puerto_rico, United_states",Animalia,Chordata,Freshwater_terrestrial,United States of America
Dryophytes japonicus,Japan,Animalia,Chordata,Freshwater_terrestrial,"China, Japan, Korea, Republic of, Russian Federation"
Dryophytes squirellus,Bahamas,Animalia,Chordata,Freshwater_terrestrial,United States of America
Duchesnea indica,Reunion,Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia, Chinese Taipei, United States of America"
Duttaphrynus dhufarensis,United_arab_emirates,Animalia,Chordata,Freshwater_terrestrial,
Duttaphrynus melanostictus,"Australia, Bangladesh, Bhutan, Brunei_darussalam, Cambodia, China, Hong_kong, India, Indonesia, Laos, Macao, Madagascar, Malaysia, Myanmar, Nepal, Pakistan, Papua_new_guinea, Singapore, Sri_lanka, Taiwan, Thailand, Timor_leste, United_arab_emirates, United_states, Vietnam",Animalia,Chordata,Freshwater_terrestrial,"Bangladesh, China, Chinese Taipei, India, Indonesia, Malaysia, Pakistan, Singapore, Thailand, Viet Nam"
Dysdera crocata,"Australia, Saint_helena, Spain, United_states",Animalia,Arthropoda,Terrestrial,"France, Spain, United Kingdom of Great Britain and Northern Ireland, United States of America"
Dyssodia tenuiloba,"Anguilla, Bahamas, Cuba, United_states",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei"
Egeria densa,"Argentina, Australia, Brazil, Chile, Denmark, France, French_polynesia, Germany, Japan, New_zealand, Puerto_rico, South_africa, Swaziland, United_states, Uruguay",Plantae,Magnoliophyta,Terrestrial,"Argentina, Australia, Brazil, Chinese Taipei, Japan, Mexico, United Kingdom of Great Britain and Northern Ireland, United States of America"
Eichhornia crassipes,"American_samoa, Australia, Bahamas, Bangladesh, Benin, Bermuda, Brazil, Brunei_darussalam, Burkina_faso, Burundi, Cambodia, Cameroon, Cayman_islands, Chile, China, Christmas_island, Colombia, Congo, Cook_islands, Costa_rica, Cote_d'ivoire, Cuba, Democratic_republic_of_congo, Dominican_republic, Ecuador, Egypt, Equatorial_guinea, Ethiopia, Fiji, French_polynesia, Gabon, Ghana, Guadeloupe, Guam, Guatemala, Guinea, Guinea_bissau, Haiti, Honduras, Hong_kong, India, Indonesia, Israel, Jamaica, Japan, Jordan, Kenya, Laos, Lebanon, Liberia, Madagascar, Malawi, Malaysia, Maldives, Marshall_islands, Martinique, Mauritius, Mexico, Micronesia, Mozambique, Myanmar, Nauru, New_calcedonia, New_zealand, Nicaragua, Nigeria, Norfolk_island, Northern_mariana_islands, Palau, Panama, Papua_new_guinea, Peru, Philippines, Portugal, Puerto_rico, Reunion, Russia, Rwanda, Saint_lucia, Samoa, Senegal, Sierra_leone, Singapore, Solomon_islands, South_africa, Sri_lanka, State_of_palestine, Sudan, Swaziland, Syrian_arab_republic, Taiwan, Tanzania, Thailand, Togo, Uganda, United_states, United_states_minor_outlying_islands, Vanauatu, Venezuela, Vietnam, Virgin_islands_british, Zambia, Zimbabwe",Plantae,Magnoliophyta,Terrestrial,"Australia, Brazil, China, Chinese Taipei, Colombia, United States of America, Vanuatu"
Elaeagnus angustifolia,"Afghanistan, Armenia, Azerbaijan, Belarus, Bermuda, Canada, China, India, Iran, Kazakhstan, Kuwait, Mexico, Moldova, Mongolia, New_zealand, Pakistan, Russia, Tajikistan, Turkmenistan, United_states, Uzbekistan",Plantae,Magnoliophyta,Terrestrial,"Kazakhstan, Spain, United States of America"
Elaeagnus pungens,"China, Japan, New_zealand, Switzerland, United_states",Plantae,Magnoliophyta,Terrestrial,
Elaeagnus umbellata,"Afghanistan, Canada, China, India, Japan, North_korea, South_korea, Taiwan, United_states",Plantae,Magnoliophyta,Terrestrial,"Chinese Taipei, Japan, United Kingdom of Great Britain and Northern Ireland, United States of America"
Elaeis guineensis,"Brazil, Cook_islands, French_polynesia, Guadeloupe, Guam, Madagascar, Mayotte, Micronesia, New_calcedonia, Niue, Palau, Solomon_islands, Tanzania, United_states",Plantae,Magnoliophyta,Terrestrial,"Afghanistan, Angola, Bahamas, Benin, Brazil, Burkina Faso, Cameroon, Congo, Democratic Republic of the, Croatia, Cuba, Côte d’Ivoire, Equatorial Guinea, France, French Polynesia, Gabon, Germany, Ghana, Guinea, Guinea-Bissau, Honduras, India, Indonesia, Kenya, Liberia, Madagascar, Micronesia (Federated States of), Nigeria, Panama, Philippines, Puerto Rico, Sao Tome and Principe, Sierra Leone, South Africa, Sri Lanka, Suriname, Tanzania, United Republic of, Thailand, Trinidad and Tobago, United Kingdom of Great Britain and Northern Ireland, United States of America, Viet Nam"
Elaphe guttata,"Anguilla, Antigua_and_barbuda, Bahamas, Brazil, Germany, Saint_barthelemy, Saint_martin, South_africa, Spain, United_states, Virgin_islands_us",Animalia,Chordata,Terrestrial,United States of America
Elephantopus mollis,"French_polynesia, Guadeloupe, Martinique, Mayotte, New_calcedonia, Reunion",Plantae,Magnoliophyta,Terrestrial,"Australia, Brazil, Chinese Taipei, Colombia"
Elettaria cardamomum,Reunion,Plantae,Magnoliophyta,Terrestrial,"India, Iraq, Mexico, Sri Lanka, Thailand"
Eleutherodactylus antillensis,"Panama, Virgin_islands_us",Animalia,Chordata,Freshwater_terrestrial,"Puerto Rico, United States of America, Virgin Islands (U.S.)"
Eleutherodactylus coqui,"Bahamas, Costa_rica, Dominican_republic, Ecuador, Guam, Puerto_rico, United_states, Virgin_islands_us",Animalia,Chordata,Freshwater_terrestrial,"Puerto Rico, United States of America"
Eleutherodactylus cystignathoides,United_states,Animalia,Chordata,Freshwater_terrestrial,"Mexico, United States of America"
Eleutherodactylus johnstonei,"Anguilla, Aruba, Barbados, Bermuda, Brazil, Colombia, Costa_rica, Czech_republic, Dominica, French_guiana, Grenada, Guadeloupe, Guyana, Jamaica, Martinique, New_zealand, Panama, Saint_barthelemy, Saint_kitts_and_nevis, Saint_lucia, Saint_martin, Saint_vincent_and_the_grenadines, Sint_maarten, Trinidad_and_tabago, Venezuela, Virgin_islands_british",Animalia,Chordata,Freshwater_terrestrial,"Antigua and Barbuda, Bermuda, Bonaire, Sint Eustatius and Saba, Grenada, Guadeloupe, Jamaica, Montserrat, Saint Barthélemy, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Sint Maarten (Dutch part), United Kingdom of Great Britain and Northern Ireland"
Eleutherodactylus martinicensis,"Antigua_and_barbuda, Germany, Guadeloupe, Saint_barthelemy, Saint_martin, Sint_maarten",Animalia,Chordata,Freshwater_terrestrial,"Antigua and Barbuda, Barbados, Dominica, Guadeloupe, Jamaica, Martinique, Saint Kitts and Nevis"
Eleutherodactylus planirostris,"Bahamas, Cayman_islands, Cuba, Grenada, Guam, Jamaica, Mexico, Turks_and_caicos_islands, United_states",Animalia,Chordata,Freshwater_terrestrial,"Bahamas, Cayman Islands, Cuba, Jamaica, United States of America"
Elminius modestus,"Australia, France, Germany, Gibraltar, Ireland, Italy, Japan, Netherlands, New_zealand, Portugal, South_africa, Spain, United_kingdom",Animalia,Arthropoda,Marine_terrestrial,United Kingdom of Great Britain and Northern Ireland
Elodea canadensis,"Australia, Austria, Czech_republic, Denmark, Estonia, Finland, France, Germany, Ireland, Italy, Latvia, Lithuania, Mexico, New_zealand, Norway, Poland, Portugal, Russia, South_africa, Spain, Sweden, Switzerland, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,
Engystomops pustulosus,Belize,Animalia,Chordata,Freshwater_terrestrial,"Belize, Colombia, Costa Rica, Honduras, Mexico, Nicaragua, Panama, Peru, Trinidad and Tobago, Venezuela (Bolivarian Republic of)"
Epipremnum pinnatum,"Australia, Bangladesh, Bermuda, British_indian_ocean_territory, China, Cook_islands, Ecuador, Fiji, French_polynesia, Guam, India, Indonesia, Japan, Kiribati, Laos, Malaysia, Marshall_islands, Micronesia, Myanmar, Nauru, New_calcedonia, Niue, Palau, Papua_new_guinea, Philippines, Puerto_rico, Saint_lucia, Samoa, Singapore, Solomon_islands, Taiwan, Thailand, Tonga, United_states, United_states_minor_outlying_islands, Vanauatu, Vietnam",Plantae,Magnoliophyta,Terrestrial,"Australia, Chinese Taipei, Papua New Guinea"
Equus asinus,"Algeria, Antigua_and_barbuda, Argentina, Australia, Bahamas, British_indian_ocean_territory, Cayman_islands, Chad, Chile, Cyprus, Djibouti, Ecuador, Egypt, Eritrea, Ethiopia, India, Mexico, Peru, Saint_helena, Saint_kitts_and_nevis, Saudi_arabia, Singapore, Somalia, South_africa, Sri_lanka, Sudan, Turks_and_caicos_islands, United_states, Virgin_islands_british, Yemen",Animalia,Chordata,Terrestrial,"Argentina, Cuba, Ethiopia, Mexico, Pakistan, Sudan, United Kingdom of Great Britain and Northern Ireland, United States of America, Venezuela (Bolivarian Republic of)"
Equus caballus,"Antarctica, Argentina, Australia, Canada, Chile, Colombia, Ecuador, Falkland_islands, France, Greece, Iran, Mexico, New_zealand, Peru, Portugal, Russia, Spain, Sri_lanka, Turks_and_caicos_islands, United_kingdom, United_states",Animalia,Chordata,Terrestrial,"Canada, Costa Rica, Ethiopia, Mexico, Mongolia, Peru, Russian Federation, United Kingdom of Great Britain and Northern Ireland, United States of America"
Erigeron karvinskianus,Reunion,Plantae,Magnoliophyta,Terrestrial,"Australia, Guernsey, Spain"
Erinaceus europaeus,"Germany, Isle_of_man, New_zealand, Reunion, United_kingdom",Animalia,Chordata,Terrestrial,"Estonia, France, Spain"
Eriobotrya japonica,"Bermuda, French_polynesia, Mayotte, New_calcedonia, Reunion, Saint_helena",Plantae,Magnoliophyta,Terrestrial,"Australia, China, Chinese Taipei, Croatia, Spain"
Eriocheir sinensis,"Austria, Belgium, Canada, China, Czech_republic, Denmark, Estonia, Faroe_islands, Finland, France, Germany, Greenland, Hong_kong, Iceland, Iran, Ireland, Italy, Japan, Latvia, Lithuania, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Spain, Sweden, Ukraine, United_kingdom, United_states",Animalia,Arthropoda,Freshwater,
Erodium cicutarium,"Afghanistan, Albania, Algeria, Armenia, Australia, Austria, Azerbaijan, Belarus, Belgium, Bulgaria, Canada, Cyprus, Czech_republic, Denmark, Egypt, Estonia, Falkland_islands, Finland, France, Georgia, Germany, Greece, Hungary, India, Iran, Iraq, Ireland, Israel, Jordan, Kazakhstan, Kuwait, Kyrgystan, Latvia, Lebanon, Libya, Lithuania, Morocco, Netherlands, New_zealand, Norway, Pakistan, Poland, Portugal, Romania, Russia, Spain, Sweden, Switzerland, Syrian_arab_republic, Tajikistan, Tunisia, Turkey, Turkmenistan, Ukraine, United_kingdom, United_states, Uzbekistan",Plantae,Magnoliophyta,Terrestrial,"Estonia, Spain"
Erythrocebus patas,"Australia, Benin, Burkina_faso, Cameroon, Central_african_republic, Chad, Cote_d'ivoire, Democratic_republic_of_congo, Ethiopia, Gambia, Ghana, Guinea, Guinea_bissau, Kenya, Mali, Mauritania, Niger, Nigeria, Puerto_rico, Senegal, Sierra_leone, Sudan, Tanzania, Togo, Uganda",Animalia,Chordata,Terrestrial,"Chad, Congo, Democratic Republic of the, Ethiopia, Kenya, Puerto Rico, Sierra Leone, Uganda, Zambia"
Esox lucius,"Albania, Algeria, Armenia, Azerbaijan, Belarus, Belgium, Bosnia_and_herzegovnia, Bulgaria, Canada, China, Croatia, Czech_republic, Denmark, Estonia, Ethiopia, Finland, France, Georgia, Germany, Greece, Hungary, Iran, Ireland, Isle_of_man, Italy, Jersey, Kazakhstan, Kuwait, Kyrgystan, Latvia, Liechtenstein, Lithuania, Luxembourg, Macedonia, Madagascar, Moldova, Monaco, Mongolia, Morocco, Netherlands, Norway, Poland, Portugal, Romania, Russia, San_marino, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Tunisia, Turkey, Turkmenistan, Uganda, Ukraine, United_kingdom, United_states, Uzbekistan, Vatican_city",Animalia,Chordata,Freshwater,"Finland, France, Germany, Mongolia, North Macedonia, Norway, Russian Federation, Slovenia, Sweden, United States of America"
Estrilda astrild,"Angola, Bermuda, Botswana, Brazil, Burundi, Cameroon, Cape_verde, Central_african_republic, Comoros, Congo, Cote_d'ivoire, Democratic_republic_of_congo, Equatorial_guinea, Ethiopia, Fiji, French_polynesia, Gabon, Ghana, Guinea, Kenya, Lesotho, Liberia, Madagascar, Malawi, Mauritius, Mozambique, Namibia, New_calcedonia, Nigeria, Portugal, Puerto_rico, Reunion, Rwanda, Saint_helena, Sao_tome_and_principe, Seychelles, Sierra_leone, Somalia, South_africa, Spain, Sudan, Swaziland, Taiwan, Tanzania, Uganda, United_states, Uruguay, Vanauatu, Zambia, Zimbabwe",Animalia,Chordata,Terrestrial,Spain
Estrilda troglodytes,"Guadeloupe, Japan, Martinique, Portugal, Puerto_rico, Spain, United_kingdom, United_states",Animalia,Chordata,Terrestrial,Spain
Eugenia uniflora,"American_samoa, Argentina, Australia, Bahamas, Belize, Bermuda, Bolivia, Brazil, Cayman_islands, Christmas_island, Colombia, Cook_islands, Costa_rica, Cuba, Dominican_republic, El_salvador, Fiji, French_guiana, French_polynesia, Guadeloupe, Guatemala, Guyana, Haiti, India, Indonesia, Italy, Jamaica, Marshall_islands, Martinique, Mexico, Micronesia, New_calcedonia, Nicaragua, Niue, Norfolk_island, Northern_mariana_islands, Panama, Papua_new_guinea, Paraguay, Peru, Pitcairn, Portugal, Puerto_rico, Reunion, Saint_barthelemy, Samoa, Suriname, Tonga, United_states, United_states_minor_outlying_islands, Uruguay, Venezuela, Virgin_islands_us",Plantae,Magnoliophyta,Terrestrial,"Brazil, Uruguay"
Euglandina rosea,"American_samoa, Bahamas, Bermuda, French_polynesia, Guam, Hong_kong, India, Indonesia, Japan, Kiribati, Madagascar, Mauritius, Mayotte, New_calcedonia, Northern_mariana_islands, Palau, Papua_new_guinea, Reunion, Seychelles, Solomon_islands, Sri_lanka, Taiwan, United_states, Vanauatu, Wallis_and_futuna",Animalia,Mollusca,Terrestrial,United States of America
Euonymus alata,"China, Japan, North_korea, United_states",Plantae,Magnoliophyta,Terrestrial,"China, Hong Kong, Japan, United States of America"
Euonymus fortunei,"China, Japan, South_korea, United_states",Plantae,Magnoliophyta,Terrestrial,"Chinese Taipei, Japan, Korea, Republic of, Spain, United States of America"
Eupatorium cannabinum,"Albania, Algeria, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bulgaria, China, Cyprus, Czech_republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, India, Iran, Iraq, Ireland, Israel, Italy, Latvia, Lebanon, Lithuania, Moldova, Morocco, Nepal, Netherlands, New_zealand, Norway, Pakistan, Poland, Portugal, Romania, Russia, Spain, Sweden, Switzerland, Syrian_arab_republic, Turkey, Turkmenistan, United_kingdom, United_states",Plantae,Magnoliophyta,Terrestrial,"Portugal, Spain"
